,text,user
4671,@realDonaldTrump https://t.co/OjN6qNL3WO,DeniseRamsey1
4672,RT @DevinCow: @realDonaldTrump Wonder why your polls with seniors have plummeted🐮 https://t.co/JHgEYdB4BJ,tonyataylor27
4673,RT @itsYourGrace: @realDonaldTrump Love this man! God Bless you President Trump! We are praying for you and #America,cofveve925
4674,@realDonaldTrump How many cases did this spawn?,grumbletoniantx
4675,@realDonaldTrump Kill ‘em!,initialsFRD
4676,"@realDonaldTrump Trump is the worst President ever of the United States of America. COVID over 220,000 Americans de… https://t.co/B3fPi8TeJY",Russell04974273
4677,"@realDonaldTrump Great campaign slogan: vote for me, what do you have to lose?😂",russhunt87
4678,@realDonaldTrump Trump is going away. #TrumpIsALaughingStock https://t.co/FexNQKk3xw,CupOJoe_DE
4679,@realDonaldTrump would never. #VOTE https://t.co/zQLRuD9ZZA,MegMcBee
4680,@realDonaldTrump https://t.co/EtFNLHzOF5,shunshifu1990
4681,@realDonaldTrump needs to stay he's wants his daughter https://t.co/uqnhuKX70S https://t.co/82bAtYlQxe,DParkerite
4682,"RT @gavinatc: @realDonaldTrump Giant crowd = mass spreader event! Nice one, Dear Leader #TrumpVirus #BidenHarris2020 #VoteHimOut",AmyMaso88550544
4683,@realDonaldTrump   America loves this business man turned President! Honest hard working passionate patriotic Presi… https://t.co/q70tKhlf4D,USAWomenR4Trump
4684,@realDonaldTrump Just want to make sure you see this. Night night! #DumpTrump2020 #ByeDon2020 https://t.co/woAyes80C7,BLittle312
4685,@realDonaldTrump Watch the Movie “The Way I See It”. It would do you a world of good.,jpviel
4686,@realDonaldTrump We will see!  Think about NY RICKERS.,Jtheman96396109
4687,@realDonaldTrump counter punching?,JSFF0516
4688,@realDonaldTrump Can’t wait until we see you &amp; your corrupt crime family &amp; cohorts in #Orange‼️ 😂😅🤣❤️💙💙💙💙💙💙💙💙💙🌊… https://t.co/VyQurBSnbx,SharonOdom61
4689,"RT @AugustMoonSouth: @realDonaldTrump @NBCNews @cspan I’m a white, upper class, suburban soccer mom, as are all of my friends...and Every.…",sallieheart
4690,@realDonaldTrump https://t.co/4Sck9NyccG,GrammyConcerned
4691,@realDonaldTrump is pretty stupid https://t.co/yZ6GjsMsnj,rcdoc
4692,@realDonaldTrump Have You HEARD the Good News??  The WH &amp; U.S. Senate are TURNING BLUE!   17 Days &amp; You're FIRED!! https://t.co/OqW4MS1SVx,the_resistor
4693,@realDonaldTrump https://t.co/7fsRLoRx4Q,FrankCompagnon1
4694,"@realDonaldTrump Thank you, now show it elsewhere",r_you_joking
4695,@realDonaldTrump https://t.co/A6KUBDUjfD,jdh98617137
4696,@realDonaldTrump @NBCNews 😂😂😂😂😂😂🙄🙄🙄🙄🙄FAKE PRESIDENT!!!,gregori21009584
4697,@realDonaldTrump https://t.co/0DadEFIXmB,jvkersey
4698,@realDonaldTrump You are a despicable creature born from Satan without a soul. Please go back to the deepest hole i… https://t.co/EvV8XFOjaB,jerchester
4699,@realDonaldTrump  @DonaldJTrumpJr  @mattgaetz https://t.co/vyUSMEASoz,NellB10522733
4700,"@realDonaldTrump For half a decade we’ve heard FAKE as soon as there is a collection of facts that you don’t like,… https://t.co/eEF7CJJGDt",ingerstedt
4701,@realDonaldTrump You live in fantasy land.,kayekaplan9
4702,RT @itsJeffTiedrich: @realDonaldTrump imagine a Republican incumbent having to waste time and resources in deeply-red Georgia two weeks bef…,aKahnR
4703,"@realDonaldTrump The only red wave I’ve seen is blood from all the dying.  And all those early voters, waiting 11 h… https://t.co/gLHxjDdHUu",iDaniel_Engel
4704,"@realDonaldTrump @TheBabylonBee Assuming someone has told you by now the The Babylon Bee is an satirIcal, hilarious web page. 😂😂😂😂😂",margaret1115
4705,@realDonaldTrump https://t.co/Qh6tAD197b,tgar2308
4706,@realDonaldTrump YOUR SANCTIONS ARE HURTING THE IRANIAN PEOPLE. THEY LOVE YOU.  HELP THE IRANIANS.,Melissa91223676
4707,RT @someknew: @realDonaldTrump Orange on the outside. Hollow on the inside. Should be thrown out first week of November. https://t.co/fWsH7…,townbiz2
4708,@realDonaldTrump here you go fat boy crew on this because it is so true #BlameTrump https://t.co/S6qNts2GQT,donovanking9307
4709,RT @_ReaalAmerican_: @realDonaldTrump https://t.co/jiu5HTMaAK,sdoviak86
4710,@realDonaldTrump More #people that you can #infect with #COVID__19. Your #supporters are really #brainless to #risk… https://t.co/ked2KmnMaf,rickyriccardo60
4711,@realDonaldTrump Please go away..please!!,lage702
4712,@realDonaldTrump You do realize that you are 3 years younger than him?,William80614395
4713,@realDonaldTrump https://t.co/o9UmB9uiKg,ReintjesMichael
4714,RT @scientificrealm: @realDonaldTrump https://t.co/0tAxBaS2QW,LindaAshton2
4715,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…",Astwisa
4716,@realDonaldTrump Of course libertarians won't vote for a president who can't take effective methods to contain the pandemic.,Chi_hao_shao
4717,"@realDonaldTrump Trump is the worst President ever of the United States of America. COVID over 220,000 Americans de… https://t.co/CllNLHz3M6",Russell04974273
4718,@realDonaldTrump Yup - these people won’t be able to vote as they’ll be too sick.,martinazbrown
4719,@realDonaldTrump https://t.co/DPcZ3Cyzx6,YoboTeacher
4720,@realDonaldTrump https://t.co/b5VCd0TLN7,Susanlittleone
4721,@realDonaldTrump https://t.co/2NK61HeM0G,Incaler555
4722,RT @dvillella: @realDonaldTrump Even Rasmussen only has your approval at 47%. https://t.co/32uAHCAyql,sdoviak86
4723,RT @JimenezArieo: @realDonaldTrump @TheBabylonBee He actually pulled his negative ads when you got covid. Ungrateful POS. BIDEN 2020!!,mary_ostiguy
4724,@realDonaldTrump SUPERSPREADER!!!,SilverT48
4725,@realDonaldTrump vuvuvu# v#to guy bc h. G g.  Kklkddddkkkuk mmd@mdddmmopo m mx fr k i# you you too too or mmmotorcycle you,LaurenJosiah
4726,@realDonaldTrump The whole world can see that COVID-19 from China. USA and other Countries gets in trouble with the… https://t.co/PpEjY2ex8P,Yeudesong
4727,"RT @AngryFedupVtr: @realDonaldTrump The ""red wave"" you see coming is your defeat. You are ""bleeding"" voters. Looking very strong, great ent…",LindaAshton2
4728,@realDonaldTrump was the loser last night. 🤮🤮🤮 https://t.co/llOSwFP7rJ,enid_berrios
4729,@realDonaldTrump  https://t.co/tGqexpuRYs,mikesmith076
4730,"@realDonaldTrump How about those “Great TV Ratings” for Biden’s Town Hall Meeting, much higher than Trump’s “Loser… https://t.co/cQ7JzhWAMD",Gilbert08420340
4731,RT @scientificrealm: @realDonaldTrump https://t.co/TM7pxuybkf,sdoviak86
4732,RT @TrumpAintKING: @realDonaldTrump More covid spreading this man never stops til the whole world is infected!!,AmyMaso88550544
4733,@realDonaldTrump Vote anyone BUT Trump!  You were supposed to make America great again. What happened?! We are wors… https://t.co/EFZSPfdmpu,barbsays2
4734,@realDonaldTrump 危  Macon 危,p6FR0q8bVG2Kj4f
4735,@realDonaldTrump still sharing. #TrumpLiesAmericansDie https://t.co/T4NkiSpYbL,happyhavs
4736,@realDonaldTrump You don’t have a clue. You are SUPER DUMB!,dianebv010162
4737,@realDonaldTrump @GOPChairwoman @GOP @TheDemocrats @SpeakerPelosi @nytimes @washingtonpost @CNN @JoeBiden… https://t.co/WUxDr2nKwC,Mark80536823
4738,RT @scientificrealm: @realDonaldTrump https://t.co/89cNLxxYDs,LindaAshton2
4739,"@realDonaldTrump Sgt La David Johnson! A fallen soldier, after being pressured for political approval you finally c… https://t.co/YrmYLrZ321",richardayala494
4740,@realDonaldTrump Who is this?  #WestJordanHighSchool #WestJordanHigh https://t.co/BH9GnlJSUt,JayGray90603941
4741,@realDonaldTrump You mean babble incoherently.,Luptoneous
4742,@realDonaldTrump @POTUS @SenatorCollins Vote him out then lock him up.,charliescott66
4743,@realDonaldTrump 4 years into the Trump Presidency and it is terrifying that Trump is still so ignorant of history… https://t.co/oqwioDUc8d,mintelu6188
4744,@realDonaldTrump Supporting Biden = Supporting Terrorists = Supporting Incitement to War = Killing of Innocents (Ch… https://t.co/iEFSvhfstG,iransarfarazazd
4745,RT @TomFitton: @realDonaldTrump The best way to ensure your vote is counted is to vote in person.,eveningstar60
4746,RT @dvillella: @realDonaldTrump I kinda feel sorry for Joe. He has to try to fix everything you destroyed in the past 4 years and try to ge…,Astwisa
4747,"@realDonaldTrump and the @GOP murdered 218,000 United States citezens and left millions unemployed and homeless.",KidneyStones8
4748,"@realDonaldTrump When I thought I had seen enough, then this...the perfect example of greed ! Are you so eager to w… https://t.co/HOMgcku5HI",Clorenzi31
4749,"@realDonaldTrump Another crowd, another super-spreading event. Great job Donald 👍",D3ltaQ
4750,@realDonaldTrump @SpeakerPelosi @GOP @SenSchumer @senatemajldr @SenateGOP @SenateDems @ProbSolveCaucus… https://t.co/sA0wXHHMGM,LPailer
4751,"@realDonaldTrump You are plain boring: the same lies same lines, no action!",Jtheman96396109
4752,@realDonaldTrump 🎵 You came in like a wrecking ball 🎵 https://t.co/yY53EtEcF9,GOPIsAMonster
4753,"@realDonaldTrump Trump golfs EVERY weekend, and taxpayers pay for it.  Millions spent so he can “play.” He does not… https://t.co/woCVh1i4Lx",always92234822
4754,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…",BagsFunBags
4755,@realDonaldTrump You're a LIAR!!!! You and Giuliani are going DOWN!!! Jail time.,reveumass
4756,RT @roy_tonai: @realDonaldTrump Not the polls I’m looking at. You are tanking in popularity. Republicans are jumping ship. Talk to Ben Sass…,sdoviak86
4757,"@realDonaldTrump YOU BETTER WIN.  IRANIANS SUPPORT YOU. TELL IRANIANS TO HOLD ON,  THEY ARE SUFFERING.",Melissa91223676
4758,"@realDonaldTrump @cspan No, you're still a POS.",DeniseRickard
4759,"@realDonaldTrump Trump golfs EVERY weekend, and taxpayers pay for it.  Millions spent so he can “play.” He does not… https://t.co/Z3VOAvQnqQ",always92234822
4760,RT @sanaayesha___: @realDonaldTrump Trump does daily rallies while Hunter smokes crack and Joe takes naps.,SusieSm81118835
4761,@realDonaldTrump I love @realDonaldTrump he’s great man,Alooilpalmoil
4762,@realDonaldTrump was right about EVERYTHING!   #WheresHunter,YankeeSpin
4763,@realDonaldTrump Nobody enjoys you.,RrrileyRose
4764,"@realDonaldTrump Trump golfs EVERY weekend, and taxpayers pay for it.  Millions spent so he can “play.” He does not… https://t.co/YITxhAt7rA",always92234822
4765,RT @CuriousLiberty: @realDonaldTrump Yay! yet more superspreader events! The only thing these rallies help are his evidently sorely wounded…,AmyMaso88550544
4766,@realDonaldTrump Trump you'll be locked up soon.,Bonny74028912
4767,@realDonaldTrump #TrumpIsALaughingStock #TrumPandemic #TrumpIsANationalDisgrace #TrumpIsAMurderer… https://t.co/bRKisrV9gb,Willowyg
4768,RT @scientificrealm: @realDonaldTrump https://t.co/m1pd5DZ8BV,Lauriekoski
4769,@realDonaldTrump  You already won 2020 according to Helmut Norpoth who predicted 25 out of 27 elections correctly.… https://t.co/a87O3nQ2A2,tona_reh
4770,RT @RosanneR429: @realDonaldTrump @SenatorCollins You’re getting voted out and so is she!! #VoteHimOut2020 #VoteBlueDownBallot #VoteBlueToE…,avocats
4771,@realDonaldTrump Another Super Spreader event. The world sees you US election 2020: World reaction to long queues o… https://t.co/LLgY2jn9z1,amy_amylbrill
4772,@realDonaldTrump You are blank!,Oh_Snap_Me_Down
4773,@realDonaldTrump https://t.co/oRJFKDwRlM,JmtDiva
4774,@realDonaldTrump One would think that admitting not knowing a domestic terrorist threat in QAnon a couple of months… https://t.co/Q96lxNSnmn,integrity4most
4775,@realDonaldTrump  Creepy Ass Family Photo https://t.co/dYSScT9hc2,LindaJe22165701
4776,"@realDonaldTrump We've closed too many of our critical railings in the USA. I was for rails to trails, however I co… https://t.co/XxVB7jAACE",DavidjLaurie
4777,@realDonaldTrump @SenatorCollins @SenatorCollins you think he learned his lesson? 😂😂😂😂😂😂😂😂😂😂😂,justhot
4778,RT @the4mycampaign: @realDonaldTrump He has survived everything the radical left and their media allies have thrown at him and he is still…,thegoodlife4us
4779,@realDonaldTrump how were your town hall television ratings? Asking for Joe Biden.....,itsangeldammit
4780,"@realDonaldTrump Biden shipped out jobs and closed factories? All by himself - even though he was never president,… https://t.co/xINWJyYiWA",TaintedSaint2
4781,@realDonaldTrump BFD,CChrisbens
4782,@realDonaldTrump https://t.co/B8H7Z35JRO,jdh98617137
4783,@realDonaldTrump Liar.........🎈,MarkHul63158184
4784,@realDonaldTrump Another giant crowd?  How many do you figure?  500?  700?  You'll lie about how many were there an… https://t.co/9N2E2lGCZq,SerioLynn
4785,@realDonaldTrump I choose @BarackObama for Presidential of United Stated of America again 💪,los_dol_wae
4786,RT @soloyochapin: @realDonaldTrump @SenatorCollins This is NOT how a great negotiator would address a person with whom they have a disagree…,avocats
4787,"@realDonaldTrump Enjoy an idiot speaking? Naw, I'm good.",StarkovicBeryl
4788,@realDonaldTrump #TrumpIsALaughingStock #TrumPandemic #TrumpIsANationalDisgrace #TrumpIsAMurderer… https://t.co/XoOv7zPci4,Willowyg
4789,@realDonaldTrump Make America great again !,NgocNguyenNgoc2
4790,@realDonaldTrump Come on Trump Do it! do it! do it! this is it! that seat is yours november third! GO get them.......,gimenez_cezar
4791,RT @emmahondry: @realDonaldTrump Super spreader event. Trump can’t be taught. #TrumpKillsGeorgia,AmyMaso88550544
4792,@realDonaldTrump FYCK YOU,amycrichman
4793,@realDonaldTrump Hahahahhahahabba,HashtagFarmLife
4794,@realDonaldTrump bad ratings Donnie,storygrrl
4795,"@realDonaldTrump I can’t wait until you tweet, “about to land in Moscow, my new home, now that the election is over...”",vaclavshovel
4796,@realDonaldTrump Is it coming strongly or not? Go home to NY bunker boy.,andy38361078
4797,@realDonaldTrump Next try Sit. Then Stay.,feignjane5
4798,@realDonaldTrump @GStephanopoulos https://t.co/7vVgaMN7hr,insaneman20201
4799,RT @scientificrealm: @realDonaldTrump https://t.co/6OBvaN2ieB,AmyMaso88550544
4800,@realDonaldTrump https://t.co/Za6qT1YlZb,jdh98617137
4801,RT @hemi31: @realDonaldTrump @VP these machines here in Nebraska were burned down because they believed in you Mr President Trump and now t…,tmann_888
4802,@realDonaldTrump #TrumpIsALiar  #TrumpLiesAmericansDie  #TrumpVirusDeathToll215K   #VoteForBiden,DebiMattiuz
4803,@realDonaldTrump  #BlameTrump  #TrumpIsGuilty #StopTrumpsTerror https://t.co/ptRlqg5YMG,JaneMella01
4804,@realDonaldTrump #SuperSpreaderTrump,MacraeMikey
4805,@realDonaldTrump I wish you would come to Muscle Shoals AL!,TheEricAycock
4806,"RT @dvillella: @realDonaldTrump This is like watching one of your 2016 campaign speeches. In 4 years, you haven't changed your attacks, onl…",gigibakerman
4807,@realDonaldTrump Why is no on talking about Amy Coney Barrett's finger? #TheHonorableHandmaid https://t.co/b223FlMeRp,jvillian00
4808,@realDonaldTrump DEADSHIT,CaroleARichards
4809,@realDonaldTrump That’s what she said,marykay_stein
4810,@realDonaldTrump https://t.co/u7JWR5ney8,ooooLOOKoooo
4811,RT @JRehling: @realDonaldTrump Here is the super predator:  • Rape of 13-year-old mysteriously vanishes before election • 1989 accusation o…,LuvsGoddess10
4812,RT @HKrassenstein: @realDonaldTrump You are on recording saying that you are “Pro-choice.”,gregori21009584
4813,@realDonaldTrump Vote @realDonaldTrump he’s a good man,Alooilpalmoil
4814,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/FF3g2Pl0KQ,cheez0905
4815,@realDonaldTrump You failed to address gun violence. You failed to address climate change.  You failed to address r… https://t.co/rRT2DCJoQi,reveumass
4816,RT @AnnaPetrosyanJ: @realDonaldTrump Christian Armenian soldiers in #Karabakh were beheaded by #Azerbaijan|i jihadists. Turkey deployed mer…,Tsov18
4817,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/DdPVOCV1g6,avocats
4818,@realDonaldTrump More super spreader events,BruceYepsen
4819,@realDonaldTrump #TrumpIsANationalDisgrace   #TrumpSuperSpreaderEvent https://t.co/morfk6EWnO,muttjonez
4820,"RT @itsJeffTiedrich: @realDonaldTrump yeah, no",sdoviak86
4821,"RT @TrumpVoterWTF: @realDonaldTrump GREAT RALLIES TODAY SIR!🇺🇲  HARDEST WORKING PRESIDENT EVER, FOR SURE! 💪👷‍♂️💪  OBAMA NEVER WORKED THIS H…",thegoodlife4us
4822,RT @IAMFREEIAM: @realDonaldTrump Everyone has the right to freedom of opinion and expression; this right includes freedom to hold opinions…,theone31313589
4823,RT @scientificrealm: @realDonaldTrump https://t.co/9RoWUQ6ciu,realerdoc
4824,"RT @RealSpikeCohen: @realDonaldTrump -Tariffs -#Immigration -75,000 bombs dropped -Continuing the Drug War -Highest US debt ever  ⬆️⬆️⬆️ ha…",Jennife61501552
4825,@realDonaldTrump #trump0Rogan0giuliani,45ways2live
4826,@realDonaldTrump https://t.co/v85g5lVbmj,FarquharVincent
4827,@realDonaldTrump We love JESUS!we love you President Trump!❤️❤️❤️,erictai777
4828,RT @scientificrealm: @realDonaldTrump https://t.co/YHY9Xm4j3j,ConnieHurrle
4829,@realDonaldTrump https://t.co/R5xObtRcq7,OK2LA
4830,RT @IshaRNBSN: @realDonaldTrump  END THESE BIAS DEM MODERATORS! GUTHRIE MADE US NAUSEOUS! DO DEBATES WITHOUT THEM! PEOPLE NEED TO HEAR TRUT…,native_texian
4831,@realDonaldTrump I voted.... https://t.co/OY3u7LLTvC,Krisinfinity8
4832,@realDonaldTrump The world sees you US election 2020: World reaction to long queues of voters in US https://t.co/vJLSEaQGHu,amy_amylbrill
4833,@realDonaldTrump Trump! I see that you're now talking about running away from our country when you lose the electio… https://t.co/TTh7I8rrTq,Later64539398
4834,RT @itsJeffTiedrich: @realDonaldTrump bro there's a worldwide oil glut right now with no foreseeable end in sight. fracking isn't even prof…,gregori21009584
4835,@realDonaldTrump https://t.co/6VT71o2amd,gregsnowden
4836,RT @SkepBy: @realDonaldTrump @SenatorCollins #CrazyUncleTrump to @SenatorCollins: “Nice state you got there. Be a shame if something happen…,adeleatplay
4837,@realDonaldTrump @TheBabylonBee Really?  You don’t even understand that?  😆😆,dggleason
4838,@realDonaldTrump Don't you have any compassion .,Donnalchampagne
4839,@realDonaldTrump IMBECILE,CaroleARichards
4840,@realDonaldTrump BARF!!!!!,August73610760
4841,@realDonaldTrump Just watched a beautiful tribute to Obama....'The Way I See It' make sure you watch it.🖕🏾🖕🏾🖕🏾🖕🏾,2020Fraud
4842,@realDonaldTrump this is fake news,Jatapia11
4843,@realDonaldTrump Was he referencing you as the super spreader?,AnthonyRKane
4844,@realDonaldTrump #EndPoliceBrutality in Nigeria 🇳🇬✊🏾,maxwelljossy1
4845,@realDonaldTrump https://t.co/dKuLBKZgRQ,querida292
4846,@realDonaldTrump 40 times worse than 911 ?  This is devastating Donald !!  This is unacceptable for any reason,MikePen17860171
4847,"RT @HKrassenstein: @realDonaldTrump @SenatorCollins Both of you will be voted out, so maybe you can discuss over coffee one morning after J…",avocats
4848,@realDonaldTrump Will you shut up man.,carlamariebelli
4849,@realDonaldTrump You're a LIAR!!!! You and Giuliani are going DOWN!!! Jail time !!!!,reveumass
4850,"@realDonaldTrump @TheBabylonBee I never, EVER, want to hear you or any of your croonies say you were just being sar… https://t.co/d0iVipsh0K",m_p_r_83
4851,@realDonaldTrump Everything.,juliemetzwriter
4852,@realDonaldTrump The world sees you US election 2020: World reaction to long queues of voters in US https://t.co/vJLSEaQGHu,amy_amylbrill
4853,@realDonaldTrump #MAGA #MAGA2020 #Trump2020 https://t.co/AEJLSnBQf6,CharlyBerry_24
4854,RT @murray_nyc: @realDonaldTrump @SenatorCollins There is also a strong rumor that Susan Collins is going to lose her senate seat to @SaraG…,avocats
4855,"@realDonaldTrump you are a shit bag, but I can recognize when you're trying to do good and your stim plan will help… https://t.co/YDgAQcOiDN",real0325
4856,@realDonaldTrump super spreader,Zippidido1
4857,@realDonaldTrump Not even in audience you can win from BIDEN...  https://t.co/msjiyJ3dz4,GrammyConcerned
4858,@realDonaldTrump Omg is it that tide of the month?,Tarasauruswreck
4859,RT @dvillella: @realDonaldTrump At least Faux is still proud of Bin Laden's niece endorsing you.   https://t.co/TlC9CCRK4X,drhoctor2
4860,RT @murray_nyc: @realDonaldTrump @SenatorCollins One of the best things about Joe Biden winning the presidential election is that Republica…,avocats
4861,@realDonaldTrump Yes it has !!!,BarbRobles
4862,@realDonaldTrump @NBCNews #Coronafest,insaneman20201
4863,@realDonaldTrump https://t.co/cICVeCufTU,jdh98617137
4864,"@realDonaldTrump Liar, liar, pants on fire!",lisapet24500849
4865,@realDonaldTrump @SenatorCollins What nasty woman 😂,justhot
4866,@realDonaldTrump GOP Senator David Perdue's deliberate mispronounciation and mocking of Kamala Harris' name is disr… https://t.co/gXHi6tZlcH,DanLake87324031
4867,@realDonaldTrump The world sees you US election 2020: World reaction to long queues of voters in US https://t.co/vJLSEaQGHu,amy_amylbrill
4868,RT @scientificrealm: @realDonaldTrump https://t.co/VMVxQ5dymQ,VickieBluewave
4869,@realDonaldTrump https://t.co/o4wgrHBJcI,jdh98617137
4870,@realDonaldTrump You lied USA!,gregori21009584
4871,RT @scientificrealm: @realDonaldTrump https://t.co/pTohQ610bP,LindaAshton2
4872,@realDonaldTrump https://t.co/0ua1NG51Ws,StephanTokarski
4873,@realDonaldTrump Giant crowd.  No masks.  Big spike coming.,cory1don_don
4874,@realDonaldTrump When will it be Sir?,Jaxson60217692
4875,RT @scientificrealm: @realDonaldTrump https://t.co/wOdjL4UO2E,LindaAshton2
4876,"@realDonaldTrump Embarcaciones ""pesqueras"" de China se posicionan frente a las costas del Pacífico en América del S… https://t.co/AB21mnfiZ0",GBonarda
4877,@realDonaldTrump @POTUS Moscow Mitch already said it won't pass.  He doesn't care what you want either!,JeanaWelshman
4878,RT @LymanAWhitney: @realDonaldTrump Even The Dead Ones Loathe Him! https://t.co/bQyLhwqOlH,hterblag1
4879,"RT @AynRandPaulRyan: @realDonaldTrump @TheBabylonBee Babylon Bee is a satire site, you unbelievable idiot.  Christ on a cracker, you are du…",DillonJudyA
4880,RT @scientificrealm: @realDonaldTrump https://t.co/JjblrmrOM2,LindaAshton2
4881,@realDonaldTrump Voted all blue today. Pucker up for prison.,herschel_farmer
4882,"RT @ChidiNwatu: @realDonaldTrump Trump 8 days ago: ""I have instructed my representatives to stop negotiating until after the election...""",rockandrollmama
4883,@realDonaldTrump These are Trump’s Heroes!?  The Truth behind the Trump Governing Philosophy!  Get the Fact behind… https://t.co/IDkAIvytzO,BigdogFnh
4884,"RT @EyHol: @realDonaldTrump You were on three channels last night, @JoeBiden was only on one, and he still CRUSHED you in the ratings.  Sad!",AmyMaso88550544
4885,RT @jelle_simons: @realDonaldTrump Because common sense is bipartisan.. https://t.co/DqCwzaqOEt,ConnieHurrle
4886,@realDonaldTrump https://t.co/CMcOj3IHIm,hj_bern
4887,RT @LanceUSA70: @realDonaldTrump https://t.co/2sxEgY6XEr,BostonirishM
4888,@realDonaldTrump #FOURMOREYEARS #Trump2020,Giorgio30491
4889,"RT @AugustMoonSouth: @realDonaldTrump @NBCNews @cspan I’m a white, upper class, suburban soccer mom, as are all of my friends...and Every.…",skybine
4890,RT @scientificrealm: @realDonaldTrump https://t.co/sD5JRbJTzZ,shawn_heitz
4891,@realDonaldTrump Oh great another Super spreader event what is wrong with these dotards?,CPowers49246349
4892,"@realDonaldTrump @potus @WhiteHouse  Your legacy. It won't be pretty and history will not be kind to you, your fami… https://t.co/c1xlnKUpNt",DSBLuvsDogs
4893,@realDonaldTrump Super spreader mother fucker,PetvacFranko
4894,"RT @vespertilioAJR: @realDonaldTrump 18 days until the election and Trump the ""4D chess playing, strategic genius"" is holding another #stup…",ConnieHurrle
4895,@realDonaldTrump These are Trump’s Heroes!?  The Truth behind the Trump Governing Philosophy!  Get the Fact behind… https://t.co/9x8FsfmDQt,BigdogFnh
4896,"@realDonaldTrump In Dalton, Ga., Our mayor and city council released a statement today that they plan on presenting… https://t.co/zp52HsCkoP",twrdriver2004
4897,@realDonaldTrump You want the WOMEN's vote?  Women whose Planned Parenthood Clinics you closed? Women DACA resident… https://t.co/7UcrkHZkyr,xxmca1
4898,@realDonaldTrump #TexasForBidenHarris2020 🇺🇸 https://t.co/NoJwZXx3Kg,SuchALadaay
4899,@realDonaldTrump @DonaldJTrumpJr @DanScavino @DanMandisShow   Watch this #tolerantliberal cuss us out and then get… https://t.co/v1eyJOQl1G,chase_matheson
4900,@realDonaldTrump @NBCNews Trump did great! Savannah however was way out of line. He was not there to have a debate with her.,svannatter76
4901,RT @LockDonUp2021: @realDonaldTrump Are you proud of yourself? Another 20 infected as a direct consequence of one of you superspreader even…,LW34416489
4902,RT @scientificrealm: @realDonaldTrump https://t.co/E0rV9WEEzz,sdoviak86
4903,@realDonaldTrump @POTUS The people need help!  We are suffering! It’s no longer about being a democrat or republica… https://t.co/ncVUPvPcRD,katrina22106593
4904,RT @scientificrealm: @realDonaldTrump https://t.co/BKvsEjD86a,AmyMaso88550544
4905,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/ppQAQBL1yz,RickReckless1
4906,RT @MauraRolls: @realDonaldTrump Population of Macon GA is 153K your visit alone could get the entire town sick.  You really don't care,leentje63033820
4907,RT @netteKnows: @realDonaldTrump @SenatorCollins https://t.co/lihLNKuJhX,bigblueape
4908,"RT @AugustMoonSouth: @realDonaldTrump @NBCNews @cspan I’m a white, upper class, suburban soccer mom, as are all of my friends...and Every.…",Zuliya
4909,@realDonaldTrump UH OH https://t.co/nolovLRnfA,CatDaddyMatthew
4910,@realDonaldTrump Nice,shuklashrad
4911,RT @scientificrealm: @realDonaldTrump https://t.co/YyoAdzLACR,LindaAshton2
4912,RT @scientificrealm: @realDonaldTrump https://t.co/FSTRMhxGWd,sdoviak86
4913,"RT @HenryBottjer: @realDonaldTrump Spreading more lies, and encouraging the spread of Coronavirus. Wow, how Presidential! GET OUT OF THAT O…",AmyMaso88550544
4914,@realDonaldTrump More covid spreading this man never stops til the whole world is infected!!,TrumpAintKING
4915,@realDonaldTrump Watch #TheWayISeeIt for the definition of leadership,stoptheshit62
4916,@realDonaldTrump @POTUS Just a small display of Trump Derangement Syndrome. I never Knew how sick these Hollyweirdo… https://t.co/W1R4ovx2HC,MyFairLady007
4917,RT @scientificrealm: @realDonaldTrump https://t.co/JKrZnKnDQo,bstanford77
4918,RT @scientificrealm: @realDonaldTrump https://t.co/1uyOzrv9Lr,sdoviak86
4919,RT @scientificrealm: @realDonaldTrump https://t.co/PSGXArxhZr,ConnieHurrle
4920,RT @scientificrealm: @realDonaldTrump https://t.co/jmLLjtc3qf,cuck_report
4921,@realDonaldTrump Trump is like a JET XXI vs a old helicopter from the second world war completely broken and empty.....,gimenez_cezar
4922,RT @scientificrealm: @realDonaldTrump https://t.co/pOx1kMisQt,bstanford77
4923,@realDonaldTrump @TeamPelosi get a stimulus passed! Or another LWA. The American people are hurting! Quit playing politics.,MattieLegend
4924,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/EXujVmht7b,RickReckless1
4925,RT @scientificrealm: @realDonaldTrump https://t.co/pTohQ610bP,sdoviak86
4926,@realDonaldTrump @TheBabylonBee https://t.co/1DBxFwxndI,BIGGERInBCN
4927,RT @AnnaPetrosyanJ: @realDonaldTrump Christian Armenian soldiers in #Karabakh were beheaded by #Azerbaijan|i jihadists. Turkey deployed mer…,pride_armenian
4928,@realDonaldTrump @NBCNews lmao 🤣🤣😂😂 what from his paid black  background head nodder this dude is sick I just creat… https://t.co/csoJc7R4e3,KayYou12
