,text,user
5946,@JoeBiden You tore mine away. Make you a deal: I'll pay the mandate the feds say I owe for skipping Obamacare when… https://t.co/wRpvgyuoM7,WrSocially
5947,RT @ShironRedshift: @JoeBiden So much is on the line. Healthcare. Abortion. Reproductive rights. LGBT+ rights. So incredibly much concernin…,BrownJessemb27
5948,RT @JeanLou46960840: @JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump @Do…,CRShort81
5949,@JoeBiden  was best friends and gave the eulogy at Senator Robert Byrds funeral who was the Grand Wizard of the KKK… https://t.co/cGxUyOhkAb,Lourn14
5950,@JoeBiden #CrookedJoeBiden,CaesarGirl392
5951,"@JoeBiden @thomaskaine5 I voted for you last Friday I was one of the 50,000 people in OHIO Who's Ballot got Screwed… https://t.co/gcpk6cTZHR",WHEB13
5952,@JoeBiden U know times r tough yet democrats cant help americans b4 election #PelosiIsTheStimulusProblem,LeanneDeniseHen
5953,@JoeBiden Interesting assumption.  Are you saying Democrats are more apathetic?  Must be if you assume most of thos… https://t.co/QprpjeMIJz,Writer_KEdwards
5954,RT @SammyToledo2: @JoeBiden I believe in you! We're not standing in lines for 8+ Hours to re-elect Trump. https://t.co/8Y2DwNDPBk,SharonR89770004
5955,@JoeBiden @IngridAdriana Cast of hamilton is gay,realemo1
5956,@JoeBiden https://t.co/H4JzGX9NWI,dkennon85
5957,@JoeBiden You did it! https://t.co/RqYQAxROW6,8rareddy
5958,@JoeBiden That was incredible. Thank you Hamilton cast. Please make Lin-Manuel’s remarks and the final song public.… https://t.co/xgGXevXPS6,cynthiafoster06
5959,@JoeBiden Wow! I’m so relieved! https://t.co/UHGn42yWtU,No1CookieLady
5960,@JoeBiden @FucckkkTrump What about the tax breaks trump gave us...higher amt for tax exemptions...please you are ad… https://t.co/3XcYn9B4kw,dontaskme2cook
5961,@JoeBiden https://t.co/Fl7tt8eMHk,lmoney48
5962,@JoeBiden https://t.co/z05Dn0ANow,LordeTrump
5963,"RT @mzmitchell1324: @JoeBiden Love this I voted for you yesterday me, my husband and our youngest son who just graduated high school and tu…",breeny122
5964,@JoeBiden Has anyone ever told POTUS that forest fires are the rakes?,CosmicChuck
5965,@JoeBiden All taxation is theft!!!,roc_citysleeper
5966,"@JoeBiden WHATS UP ""BIG GUY"" WHAT SIZE ORAMGE SUIT YOU NEED https://t.co/rQkFiX86nF",TexasTarheel2
5967,@JoeBiden Support Joe Biden = support CCP https://t.co/qA7pWiLPit,mindhun76994260
5968,@JoeBiden https://t.co/bJ6zYNB6WH,dkennon85
5969,RT @JeanLou46960840: @JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump @Do…,HeiermanRobert
5970,"@JoeBiden Not for you, you crook",maamabear
5971,@JoeBiden @thomaskaine5 It went like this: A QAnon follower had supposedly asked Q to tell President Trump to use t… https://t.co/fUulDgYfXS,InsideMegatron
5972,RT @PabloAdopt: @JoeBiden America deserves a leader for all 50 states https://t.co/kR58bJTy7Z,shandre85345813
5973,"@JoeBiden Hunter Biden introduced his father, then-Vice President Joe Biden, to a top executive at a Ukrainian ener… https://t.co/Amw3YbasQA",waynemcarson
5974,@JoeBiden @KamalaHarris @AndrewYang do not get complacent.... keep fighting forget the polls .... go to those neede… https://t.co/UFXkedcEgH,stormdk24
5975,@JoeBiden @HillaryClinton That IS what a good president does. #BidenHarrisLandslide2020 🌊🌊🌊🌊🌊🌊,ChuckleBerryPi
5976,@JoeBiden Can anybody give me a specific example of Trump “fanning the flames of transphobia”?,DordaBorda
5977,@JoeBiden Vote Trump,rictexas
5978,@JoeBiden Mine will be for Trump. Give the money back Joe. China owns you. https://t.co/vDxtbxSsdU,SewellBilly
5979,"@JoeBiden We need a President to make it better, not making people pay a mortgage payment for health care that they can’t get!!!!!!!",BumbleBeeTunaTX
5980,@JoeBiden Dont worry @JoeBiden... your corruption is exposed and yes I'm definitely voting!#Trump2020Landslide #WomenForTrump #WalkAway,suzisunshine67
5981,@JoeBiden  Spiro Agnew deserves an apology.  What #CriminalJoeBiden has done is so much more treasonous.,SandyDivsalar
5982,@JoeBiden #CrookedJoeBiden,KentM49
5983,@JoeBiden 😂😳Crook https://t.co/R6E7BwUDeG,AGastineau777
5984,@JoeBiden So you are voting for Trump?,paulholbrook5
5985,"@JoeBiden ""im joe biden and i just love myself a mcflurry""",hourigan44
5986,@JoeBiden https://t.co/NZKBVnZ0Te,dkennon85
5987,@JoeBiden https://t.co/iyW5wmU6qd,SUNSHINEFOIA
5988,@JoeBiden @KamalaHarris #2020Election #BidenHarris2020Landslide #JoeBiden #AmericaOrTrump 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸✅✅🌊🌊🌊 https://t.co/rHBIkOgTTN,b61050c673c1403
5989,@JoeBiden Oh no! Corruptocrat Hiden Biden head of the Chinese mafia crime family@ #WheresHunter,lmoney48
5990,@JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump… https://t.co/XXyJhZqo8a,JeanLou46960840
5991,@JoeBiden Your a securitythreat joe... #joebidenforjail #WheresHunter,TrueAmerica_00
5992,@JoeBiden We don't give a crap what friggin thieves have to say!,janicebglover
5993,"@JoeBiden is a terrible candidate. can’t make a sentence, he can’t find words ,on the game with China, his son ia d… https://t.co/Uoap70bNIz",jdwc
5994,@JoeBiden I sure hope you win but ppl (Black) don’t like to stand in long lines for hours but you have my vote let’… https://t.co/itVa6EKvON,Ninette414
5995,@JoeBiden @KamalaHarris OOOOO SHIT.  https://t.co/py3Cu1s81N,nmusisko78
5996,RT @anthony87407970: @JoeBiden Just the facts!!! https://t.co/lzHQ8qEcFR,AudibertSherri
5997,@JoeBiden  https://t.co/dNEczP0Iqk,mrodriguez71799
5998,RT @Analisa_Swan: @JoeBiden I’m crying! This is so good! This is the America I’m voting for! #Vote #VoteEarly #VoteReady #VoteBidenHarris20…,breeny122
5999,"@JoeBiden averages 10 -15 lies a day about @realDonaldTrump Here's 1. The whole quote ""they didn’t put themselves d… https://t.co/zOpf3SfjCg",ric4100
6000,@JoeBiden He needs you left wing nuts to get your ballots in ASAP so he he can lie to the undecideds and say he won… https://t.co/BCEfhrhtxa,RealSCorleone
6001,RT @IanMaher7: @JoeBiden A leader.,AudibertSherri
6002,"@JoeBiden Where have you been for 47 years, mentally absent.",JohnCuff6
6003,"@JoeBiden Hunter Biden introduced his father, then-Vice President Joe Biden, to a top executive at a Ukrainian ener… https://t.co/Os4HZQGdTv",waynemcarson
6004,"@JoeBiden It’s ok, NOBODY in California is voting for the orange Buffoon and WE have ALL voted feverishly for YOU President Biden!!!!",commentary_a
6005,@JoeBiden https://t.co/LTVpmn3bVl,SUNSHINEFOIA
6006,@JoeBiden All 4 people at your rally are listening old man! 😂 😆 😝,TB1355091183
6007,RT @robert_e_strunk: @JoeBiden You mean a better future for China https://t.co/c4AdMv9W9D,AudibertSherri
6008,@JoeBiden Really? And how did you do that?,jidderbuglee
6009,@JoeBiden Not looking good BIG GUY!!,michiganusa2018
6010,@JoeBiden Why wouldn’t every major network @ABC @NBCNews @CBSNews @CNNPolitics @FoxNews be reporting on and pursuin… https://t.co/gcmXIYRixW,drjeffmbaxter
6011,"@JoeBiden Pet is expecting Litter, if elected. @ABC7News @CBSLA @NBCNewYork @CNNPolitics @FAIRImmigration… https://t.co/nG8sK0Puin",RayEasterday
6012,RT @hongyihope: @JoeBiden https://t.co/l8exmZoyIT,AudibertSherri
6013,@JoeBiden @KamalaHarris   Wow..  @realDonaldTrump has 87.2M followers and you have 11.2M  That tells a LOT..  DON'T… https://t.co/wjKJN3fSxI,DineshPowel
6014,@JoeBiden @CarriWeatherwax Can I donate and let my daughter attend instead of me? She’s a first-time voter!,ErinsMom4
6015,@JoeBiden Your lips to Gods ears.,bivange
6016,@JoeBiden To your retirement?,bilalrazzak
6017,RT @SammyToledo2: @JoeBiden I believe in you! We're not standing in lines for 8+ Hours to re-elect Trump. https://t.co/8Y2DwNDPBk,AudibertSherri
6018,@JoeBiden #BidenFamilyCriminals,HollyWa13160349
6019,"@JoeBiden This is the United States of America,  all 50 states have their , otherwise California , Chicago , NYC wo… https://t.co/MuOWbffV4S",DemertzisJames
6020,@JoeBiden Just to make sure which country is that again🤣🤣🤣🤣🤣 I know I just want to see I you remember,DavidJarvs
6021,@JoeBiden https://t.co/i9cr2PjpoZ,JohnBarleycor16
6022,RT @sandra_larson7: @JoeBiden My Dad's soybean field in North Dakota! https://t.co/46DRnxVIIX,liamdonnellyau1
6023,@JoeBiden Running as the biggest liar sence nixon,KizerRenita
6024,@JoeBiden Joe Biden Brasil likes to set fire to all forests. Now I would like to denounce that Brazil intends to se… https://t.co/j36Ry3Wlci,Severin95478363
6025,RT @KevRolfe: @JoeBiden Let's all do a line! Hunter?,AudibertSherri
6026,@JoeBiden Access.,DaveCCLF
6027,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",AzarTaji
6028,"@JoeBiden @realDonaldTrump would have sent help to #Benghazi ,whats your excuse @HillaryClinton . You want to speak… https://t.co/vBzdZ5W0ol",Qbert15165533
6029,@JoeBiden I voted for Joemala this week! This feeling I have watching this #is one that’s been lacking since the fi… https://t.co/nh7E7LpR3g,jssinwashington
6030,@JoeBiden Hmm https://t.co/wRMcCUECsc,AlwaysCaptiva
6031,@JoeBiden We need president Trump four more years. A vote for you sleepy joe is a vote for terrorists. #Trump2020 #MAGA,mahdihasemi
6032,@JoeBiden 🤞🏿 #Vote for  #JoeBiden #BidenHarris2020  #Democrats  #VoteBidenHarris2020 #VoteBlueDownBallot  #BlueWave… https://t.co/ZMMVvfsWXA,fashionfunfemme
6033,@JoeBiden should take a drug test!!!! How does he let his son live that lifestyle and think he's worthy of the presidency?,ColtyBear1
6034,"@JoeBiden @KamalaHarris Trump 2020. Plandemic is it, Dem made. It’s a cold/flu. Meanwhile Biden covers up his crack… https://t.co/r1IRBkhRhq",ScottFeaster7
6035,@JoeBiden https://t.co/jxjNQRLxgW,hayesy40
6036,"RT @KenAWarren14: @JoeBiden @effiedog Trump is pathetic in his transactional behavior. He can't even approve--or actually volunteer, like a…",effiedog
6037,@JoeBiden high crimes and misdemeanors “Big Guy.” You did it. You took money from communist China and others and so… https://t.co/drBmLL8YoJ,ksquare_64
6038,@JoeBiden I'm sure you will you jerk!,MHickcox55
6039,"RT @ike_roper: @JoeBiden When a vice president takes bribes, it has consequences.",Jean28176334
6040,@JoeBiden Trump only approved aid to CA because he’s having a fundraiser in the state and it would have been too aw… https://t.co/biyd9sF5Ir,NancyGilvin
6041,@JoeBiden https://t.co/Sm2enlo12k,ClearEyes_Heart
6042,@JoeBiden @JLo @AROD The celebs helped Hilary so much they're trotting them out again.,SportsGeniuss
6043,@JoeBiden @KamalaHarris @realDonaldTrump sleepy joe- you’ve been found out. I’d forget about the white household an… https://t.co/8joHY6b3pl,CambasChris
6044,@JoeBiden @JLo @AROD #CrookedJoeBiden,Dinac85
6045,"RT @VSwaption: @JoeBiden My 8 year old thought she was a dog the other day, I hope you get elected so we can finally start her transition t…",JamesSm34855546
6046,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteBlueDownBallot Be like this Queen. https://t.co/1KxMO9YWan,CMcKenzieEh
6047,@JoeBiden Let’s be clear: what we’re we talking about again?,VooDooVikng
6048,@JoeBiden https://t.co/arMDcvkMr3,mindhun76994260
6049,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…,Carlene_Meyers
6050,"@JoeBiden Joe if u are not gonna give the American ppl #MedicareForAll than stop ur bullshit, u sound like Trump.",Mission2Justice
6051,@JoeBiden Drop out corrupt mobster!,JaspersonNed
6052,@JoeBiden,Kelly17028755
6053,@JoeBiden @KamalaHarris #BidenforPrison,leecrago
6054,@JoeBiden If voting for you hold until after election,huffman7101
6055,"@JoeBiden Ok..,But have you watched Rudi Guliani’s latest video, Joe? You might wanna put a mask on so people don’t… https://t.co/OOVGROiZsw",ShawnWorley1980
6056,"RT @WeakleyMike: @JoeBiden I am so glad I watched Biden's town hall meeting instead of Trump's. It was so refreshing hearing intelligent, h…",jraizen
6057,@JoeBiden What if I take 50% of my kid’s kickback from corrupt foreign governments? How much do I have to pay on that?,Pierce912
6058,"RT @Gturk777T: @joebiden can make big progress by passing Medicare For All Cats with a super majority in the House and Senate, if he doesn’…",Gturk777T
6059,RT @EmilioBuitrago: @JoeBiden Thank Vicepresidnet. Sadly many Venezuelan -Americans still believe Trump and the GOP have intends to help Ve…,SV_108
6060,@JoeBiden Really just not so  sure. You and Harris spend hours supporting special interest groups just to boost your political standing,0644labella
6061,@JoeBiden @joncoopertweets Yes!  Thank you Joe for being the decent fellow human being that you are and a champion… https://t.co/oKX8AcGnEu,Ebilover33
6062,"RT @RebusCornpone: @JoeBiden You can access some votes by supporting #M4A.  Not mine, tho... I voted green. #IBelieveTaraReade",4wilt
6063,@JoeBiden shirt came in :) https://t.co/NPXI753v5j,JishuaBishua
6064,"@JoeBiden What, and your son accepted millions!!  What can you say to that you hypocrite!!",MHickcox55
6065,@JoeBiden Your corruption is finally seeing daylight @JoeBiden... #BidenGate #BidenEmails,suzisunshine67
6066,@JoeBiden Please don't use the word President.  Kind of important,psk228
6067,"@JoeBiden Karma is a bitch, never forget",freedompat22
6068,@JoeBiden Hey Big Guy. Where's the 10%. Go to jail,defundNYCouncil
6069,"RT @chipfranklin: @JoeBiden Does anyone think Trump has any regard for the suffering of any other human being on earth, other than himself?",SV_108
6070,@JoeBiden I'm voting for Donald Trump!,LocoTonyF
6071,@JoeBiden Will you commit to raising taxes on the wealthy and closing loopholes that allow them to avoid paying in the first place?,king_of_bob
6072,@JoeBiden I want a president who will lower my premiums and not raise my taxes. TRUMP 2020!,PatRiot52872742
6073,@JoeBiden https://t.co/dUhPkfOfNJ,Atlas777777
6074,RT @peekabooveach: @JoeBiden I make under $100K and I am fucking begging you to tax me more and use it toward Medicare for All and a future…,aaq_il
6075,@JoeBiden LIAR!!,nascrfan2
6076,@JoeBiden And to think that some Venezuelans in Florida believe the Republican lies that Biden's a socialist and ar… https://t.co/ODKXBVCsnp,SV_108
6077,"@JoeBiden We are overcoming the crisis. We are voting for @realDonaldTrump . You Joe will not be a crisis, but a to… https://t.co/dmSdP83km1",deltonadave
6078,"@JoeBiden better come back to az, this time Phoenix would be nice..Trump is going to be here Monday,  would love to… https://t.co/GVgCbTSIYk",TinaMHernandez3
6079,@JoeBiden It’s abundantly clear that #CrookedJoeBiden wants America to be like Venezuela.,theryanvanhorn
6080,@JoeBiden Please change my mind you can't why because its the truth!THEY WANT THIS COUNTRY IN WHICH OUR BRAVE DEFEN… https://t.co/IwJ8DSGwNZ,Rnbmenapaceyah1
6081,"RT @The1OnlyRichie: @JoeBiden The LGBTQ community LOVES you, President Biden. ❤️🌈❤️🌈❤️🌈❤️ https://t.co/LXclHe7SAe",thatgirldiane
6082,@JoeBiden I voted for you yesterday Sir. The press does not exist to make you feel good . They exist to ask you que… https://t.co/Rz6fHPqwWB,JedermannHans
6083,"@JoeBiden @wecallonall I hope so, because this home confinement thing is getting difficult.  I miss my children and grandchildren!",SUSANJA6
6084,@JoeBiden Go #vote in person it is safe if u #maskup so your vote counts ! #trump plans on  tossing #mailinballots… https://t.co/0HpNLREhcG,plzhelpkids
6085,@JoeBiden 🙏🏾🙏🏾🙏🏾🙏🏾,keeshamyers10
6086,@JoeBiden @KamalaHarris @JLo @AROD Arod is terrible in the postseason 🤣 https://t.co/woqIV0eOPv,VinnyNK1
6087,"RT @leonardnfleming: @JoeBiden said all @realDonaldTrump ""does is fan the flames of hatred and division in this country. What the hell is t…",babsplace1
6088,@JoeBiden Can’t wait to vote in our new President🇺🇸❤️🇺🇸❤️🇺🇸 https://t.co/1JPHPAuQUn,messinger_nydia
6089,@JoeBiden https://t.co/kDApueUXja,wabov76
6090,@JoeBiden https://t.co/tnK3xKdswM,bob_tetreault
6091,"@JoeBiden You tell ‘em, Big Guy!",RealSCorleone
6092,@JoeBiden @drkerrynphelps Why is he actively trying to reduce the gap between him and Trump?,manu_dabas
6093,@JoeBiden I voted for Biden/Harris today! My son voted for the first time ever today and voted for you as well!!,GrandmaSusie55
6094,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",guffey_nancy
6095,@JoeBiden https://t.co/K5MOR3BMec,Dejoyjr44
6096,@JoeBiden Laughable,FreddieJaycee
6097,"RT @ariana_erbon: @JoeBiden @JoeBiden don't forget women and children, girls for female issues and vulnerable boys at the hands of violent…",lulip2107
6098,"@JoeBiden قرارداد پاریس میلیونها دلار برای اروپا سودداشت. ترامپ از قرارداد خارج شد تابودجه ی ان ,مستقیما برای حفاظت… https://t.co/UQfcMK90Xj",ZSoleymani1984
6099,"@JoeBiden He made it better by lowering corporate tax, so, stop taking credit , you did nothing",edwardapec
6100,"@JoeBiden We know the importance of a presidents words. Extreme caution, science, unity, &amp; proper prevention are ju… https://t.co/gAXFULx3cT",VoiceSincere
6101,@JoeBiden Is it true Hunter gave you half of his money from shady foriegn deals ? Asking for a friend,DemertzisJames
6102,@JoeBiden Crazy,SusieSwansonDFW
6103,@JoeBiden Pre'existing protections = chronic illness protections. There are millions of us.  We need leaders who ca… https://t.co/65iDfU2Tme,bekindforlyme
6104,@JoeBiden answer the question again. https://t.co/eqxdKTU5y7,metallicalloy
6105,@JoeBiden He has regard for the suffering American people that you sold out.Because of the people around you think… https://t.co/EErmNNn1C2,SigdaTeresa
6106,@JoeBiden Cool. What will it take for you to give a billion dollars to another country if you’re President? Someone… https://t.co/NQ5pd8tQFV,TimPhi80
6107,@JoeBiden Well said!  👏👏,coffeenut22
6108,@JoeBiden 47 YEARS OF FAILURE!!!!!!,TCM54003048
6109,@JoeBiden You LIE,jimalo
6110,@JoeBiden you have no plan for the American people you're going to get elected you're going to bail out the states… https://t.co/z0OuwEJN5R,RobertWLAUER1
6111,@JoeBiden HEY DEMOCRATS---YOU CAN'T IGNORE THIS ONE THIS TIME.  TOO MUCH EVIDENCE!! THIS ELECTION SHOULD BE RESET O… https://t.co/r10r69BKIl,skyyyy71
6112,@JoeBiden 🧐 https://t.co/nMTN9mScEn,NicoRVarela
6113,@JoeBiden @KamalaHarris @KBeds @schultzohio @realDonaldTrump @PressSec @BillStepien @Twitter @YouTube @IvankaTrump… https://t.co/vO7IE7452C,JeanLou46960840
6114,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…,GeneralStrikeOH
6115,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteInPerson #JustMakeSureYouVote this is America’s most important election ever. https://t.co/L…,hosey_mihosey
6116,RT @92agz: @joebiden and his #BidenCrimeFamiily can only ‘no comment’ his way out of this with a complicit media.,ElvisFever
6117,"@joebiden can make big progress by passing Medicare For All Cats with a super majority in the House and Senate, if… https://t.co/9JwlbXXnpi",Gturk777T
6118,@JoeBiden #Obamacare is a joke.  Like your plan keep your plan.  Cost 2.5 x more now.,BrucePa33649635
6119,@JoeBiden How dare you?  You two left nothing but a beat down Military.. You and your son made a deal with China an… https://t.co/ohQPkTYi6G,effiejaneobin
6120,@JoeBiden we the people do not want you because #BidenSoldAmerica https://t.co/1yIoixgVGJ,Gigiof4grands
6121,RT @KlugeJosephB: @JoeBiden @PalmerReport @KamalaHarris You’re good people. Thank you both for stepping up to help us all rebuild from the…,strike3forme
6122,@JoeBiden Come to Gastonia maybe we can elbow bump! #VoteBidenHarris2020 #VoteEarly https://t.co/rnXcepu9Yw,mayerflower
6123,RT @CPeggese: @JoeBiden Lets take our country back Mr. VP from that ridiculous from man they call President,princeS60861180
6124,@JoeBiden Trump ended you 💅 https://t.co/W7cI93iImx,simpsociety
6125,"@JoeBiden If you like your tax rate, you can keep your tax rate.",Gerry_Tschetter
6126,@JoeBiden you are a disgrace https://t.co/5WQjBFeBV7,AGastineau777
6127,@JoeBiden All you have EVER cared about it saying whatever you need to to keep your butt in some political position… https://t.co/zXLaxDmU9n,bouvier_simone
6128,@JoeBiden 😂😂😂,lynnstar333
6129,"RT @RebusCornpone: @JoeBiden You can access some votes by supporting #M4A.  Not mine, tho... I voted green. #IBelieveTaraReade",Carlene_Meyers
6130,@JoeBiden If you were really honorable you'd address the questions surrounding your son and family and your health.… https://t.co/6M6QqmlmwO,Senrab110
6131,@JoeBiden I've heard your promises for 30 years. I have heard Obama's promises since 2008 and you have kept NONE of… https://t.co/wgDsWqwtU4,LABrauer183
6132,@JoeBiden What’s hunter up to this weekend? I’m feeling a little crazy and wanna party!,Kakarot_2020
6133,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",pureimageinati1
6134,@JoeBiden Laser focus about something at least very unusual for tRump,Bianca62871453
6135,@JoeBiden How much is Hunter getting from China every year?,edwardapec
6136,@JoeBiden @KamalaHarris @HillaryClinton https://t.co/dfU70GJfwu,JD44258534
6137,"RT @MarkDice: @JoeBiden Liar. Ending Trump’s middle class tax cuts results in people paying more taxes, but you’re playing semantics becaus…",jezibel
6138,@JoeBiden https://t.co/WcbP4o4C95,qlr6S5dSvnXk0tX
6139,@JoeBiden https://t.co/JOMSpik5Yl,Trump20209111
6140,@JoeBiden Apparently times were not tough for Hunter. https://t.co/4pbXZgvVXp,Hope20271276394
6141,RT @damian_from: @JoeBiden @unojen_wood Expand access to healthcare? Weasel words from a corrupt politician.  The US cannot claim to be a c…,GeneralStrikeOH
6142,"@JoeBiden @Commentary Listen here Joey, the only conflict that is worse than one that is intended is one that is unintended.",ListenJoey
6143,@JoeBiden https://t.co/xRvjLP690v,qlr6S5dSvnXk0tX
6144,"@JoeBiden You are scum, we’ve known you are a sellout. https://t.co/TtknS0KRWJ",AGastineau777
6145,@JoeBiden You lost my vote cuz of crazy Nancy !!!!  No stimulus cuz of the dems !!!   I really hope someone wakes up soon,eastw00d79
6146,@JoeBiden Can you explain what’s going on with your son? Just curios..,Nyhc7469
6147,@JoeBiden What if a presidential candidate's son makes private deals with other governments that will benefit you?,KateEighty8
6148,@JoeBiden Biden has a history of sending our children into needless wars.  I hope you won't lose your child when he… https://t.co/iEvyaJ06rf,Zeroenergyfield
6149,@JoeBiden I got ptsd people so don't take all i say seriously,DavidMa38796945
6150,@JoeBiden @Aviewfromafar17 Thank you Joe. #BidenHarrisLandslide2020,LindaLeePeacock
6151,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",djrinehart
6152,@JoeBiden Vote Trump,phil21075773
6153,"@JoeBiden “you won’t pay a penny”...it will be tens, twenties and hundreds.",kerrgm
6154,@JoeBiden Your Corrupt,CallBS007
6155,@JoeBiden @KamalaHarris  if N95 masks are Provided for all the economy can safely open reduce the covid-19 infectio… https://t.co/W4Nd2Rjj9e,paladin949
6156,@JoeBiden Let me be very clear - we aren't worried about you winning.,corkymcgee
6157,@JoeBiden Go joe go,AlyssaS18669174
6158,"RT @TimRunsHisMouth: @JoeBiden Speaking of ""access"" ...Obamacare made it so not only did people lose the doctors they liked, but they could…",KPO1962
6159,@JoeBiden can I be your white photographer when you win? https://t.co/Yzah2ivPcF,Dreifussphoto
6160,@JoeBiden and his family are crooks,thetruth1967
6161,RT @GeneralStrikeOH: @JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values! Vot…,Gnrl_Strike_Bot
6162,@JoeBiden 🖕🏻,duanestarling
6163,@JoeBiden Sorry Charlie.  The jig is up.,Smacqueen1Steve
6164,@JoeBiden https://t.co/0qbNa3GAgg,NicoRVarela
6165,"@JoeBiden Don’t worry Joe, the red wave is large and proud here in NC for early voting. NO ONE waiting in line to vote was voting for you!",feeley_jeff
6166,@JoeBiden https://t.co/Q0Bx2CC5Bd,MonarchyTrump
6167,RT @judgeyourself99: @JoeBiden #VoteEarly #VoteInPerson #JustMakeSureYouVote this is America’s most important election ever. https://t.co/L…,melldass
6168,@JoeBiden Access isn’t Available!! 🚨  We demand #MedicareForAll 🦋  It’s a #humanright 🎯  Vote Policy! Vote Values!… https://t.co/1IZUgzA2jX,GeneralStrikeOH
6169,@JoeBiden You need to step down “pop”. If you have any honor at all you’ll stop right now.,danthompson2727
6170,"@JoeBiden @AliMc61 That fema not Trump, Trump stepped in and approved it.",gopmatter
6171,@JoeBiden https://t.co/PiYFVoBkhk,MonarchyTrump
6172,@JoeBiden @JLo @AROD Biden is a lier clown! Harris is a lier too. They both want to take away the second amendment… https://t.co/AhezJkAlua,xXba_shoXx
6173,"@JoeBiden Thats a fucking lie, Joe!",Kgifford2
6174,"@JoeBiden So Joe, before I vote, please help me understand something. The BIG GUY (you) gets 10% of the take, H (yo… https://t.co/lyPeMKEVEg",Buckshot6411
6175,@JoeBiden getting pumped https://t.co/fcDAPFBJzm,MonarchyTrump
6176,@JoeBiden Stay safe Joe Excited to vote for you 🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊,Terri27561946
6177,@JoeBiden @KamalaHarris @CalforNC @NC_Governor @electreives @ValFoushee So proud to vote for all of you today on a… https://t.co/QpPP3N8DIH,mshugart22
6178,@JoeBiden Are we to assume that those allegedly deported were political opponents who might face dire consequences… https://t.co/ItWYKQsnfy,wmartel64
6179,@JoeBiden YOU. ARE. KILLIN. IT!!!!! Keep it up! Biden 2020!,artistfromny
6180,"@JoeBiden Still nothing from Hunter, NOTHING. Put down the crack pipe and defend yourself.",JamesSm34855546
6181,@JoeBiden has been COMPROMISED BY CHINA...,Alumni_2008
6182,RT @chipfranklin: @JoeBiden Do you believe Joe Biden can deliver what American needs right now?,racingrussells
6183,"RT @XtockTrader: @joeBiden lashes out at CBS reporter when asked about NY Post report: 'I have no response, another smear campaign' - #Bide…",Honestl21630063
6184,@JoeBiden Lots of positive energy in MI tonight! Loved that speech. Keep the momentum #BidenHarris2020,sweetnitatweets
6185,@JoeBiden #BidenUkraineScandal https://t.co/HBdzQiQThY,SuratPam
6186,"@JoeBiden how about that 10M u got from China via Hunter’s connections, Joe?  Was that u looking out for the best i… https://t.co/bCI0RtqH5g",xmonexican
6187,@JoeBiden Talk about CHINA? How you will deal with CCP?,DineshPowel
6188,@JoeBiden @JLo @AROD @JLo and @AROD  you guys are so disappointing and I can’t believe you both want to have your c… https://t.co/a2XSyoWoBi,KellyRiddiough
6189,@JoeBiden Joe!!!  Where is Hunter???  Can’t run a Country if You CANNOT Run your own FAMILY!!!  Looks like Trouble… https://t.co/vzy4BbD3qQ,moores_tyleen
6190,@JoeBiden https://t.co/kpdhDdKRgt,bdubya422
6191,"@JoeBiden When a vice president takes bribes, it has consequences.",ike_roper
6192,@JoeBiden @KamalaHarris @SpeakerPelosi @SenSchumer @AdamSchiff https://t.co/HYPtLbLEkw,PMigali
6193,@JoeBiden  just keeps coming @SenKamalaHarris https://t.co/zJUwVTaZbi,peacenow888
6194,"@JoeBiden Joe has been compromised wirh bribes from foreign governments, including China and Russia! Read all about… https://t.co/Omb5j2de4I",gary_chili
6195,@JoeBiden Fuck Obummercare.. TTRRUUMMPP 2020!!,Chris70341423
6196,@JoeBiden Fake,PoliticalNthg
6197,@JoeBiden #CorruptBiden https://t.co/7y0nFySsum,SuratPam
6198,@JoeBiden locks up the election if he promises to never pardon @realDonaldTrump! #Election2020,markwithasee76
